budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",241254,en,The Prince,21.638673,"[{""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Oasis Films"", ""id"": 33831}, {""name"": ""Aperture Entertainment"", ""id"": 33832}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-22,266586800,93,Released,The Prince,4.6,218
0,"[{""id"": 53, ""name"": ""Thriller""}]",31932,en,City of Ghosts,2.64486,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-01,0,116,Released,City of Ghosts,5.4,18
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1933,en,The Others,25.881355,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Sogecine"", ""id"": 692}, {""name"": ""Las Producciones del Escorpion"", ""id"": 778}, {""name"": ""Lucky Red"", ""id"": 779}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2001-08-02,0,101,Released,The Others,7.4,1660
18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,en,Aliens,67.66094,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-07-18,183316455,137,Released,Aliens,7.7,3220
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11113,en,My Fair Lady,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-10-21,72070731,170,Released,My Fair Lady,7.4,352
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3597,en,I Know What You Did Last Summer,27.654472,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Summer Knowledge LLC"", ""id"": 1464}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-10-17,125586134,100,Released,I Know What You Did Last Summer,5.6,687
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",193893,en,Let's Be Cops,70.668923,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""WideAwake"", ""id"": 28787}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-13,136621271,104,Released,Let's Be Cops,6.4,1219
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9675,en,Sideways,23.425431,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Sideways Productions Inc."", ""id"": 12157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-22,109502303,126,Released,Sideways,6.9,478
17500000,"[{""id"": 35, ""name"": ""Comedy""}]",9988,en,Beerfest,14.304444,"[{""name"": ""Broken Lizard Industries"", ""id"": 2773}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-25,19179969,110,Released,Beerfest,5.8,172
300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,en,Halloween,30.301307,"[{""name"": ""Compass International Pictures"", ""id"": 14323}, {""name"": ""Falcon International Productions"", ""id"": 22814}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-10-25,70000000,91,Released,Halloween,7.4,1035
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",21765,en,Good Boy!,3.56033,"[{""name"": ""Jim Henson Pictures"", ""id"": 6255}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-10,0,87,Released,Good Boy!,4.7,30
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",146304,en,The Best Man Holiday,7.210095,"[{""name"": ""Universal"", ""id"": 6292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-15,71625195,123,Released,The Best Man Holiday,6.7,110
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",7516,en,Smokin' Aces,23.491962,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,57103895,109,Released,Smokin' Aces,6.4,534
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",41439,en,Saw 3D,36.133536,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Serendipity Productions"", ""id"": 6680}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-21,136150434,90,Released,Saw: The Final Chapter,5.8,730
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2752,en,40 Days and 40 Nights,14.18136,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-03-01,0,94,Released,40 Days and 40 Nights,5.2,297
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",9429,en,A Night at the Roxbury,12.709227,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""SNL Studios"", ""id"": 2822}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-01,30331165,81,Released,A Night at the Roxbury,5.9,198
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",38117,en,Beastly,24.054062,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Storefront Films"", ""id"": 60600}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-21,43165571,86,Released,Beastly,6,849
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9792,en,The Hills Have Eyes,35.107857,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-10,69623713,107,Released,The Hills Have Eyes,6.1,705
0,"[{""id"": 35, ""name"": ""Comedy""}]",13778,en,Dickie Roberts: Former Child Star,10.149569,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-05,0,98,Released,Dickie Roberts: Former Child Star,5.1,64
0,"[{""id"": 18, ""name"": ""Drama""}]",228203,en,"McFarland, USA",14.023082,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-20,45710059,128,Released,"McFarland, USA",7.4,213
0,"[{""id"": 35, ""name"": ""Comedy""}]",41382,en,Lottery Ticket,9.054803,"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Sweepstake Productions"", ""id"": 49966}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-20,0,99,Released,Lottery Ticket,5.6,54
20000000,"[{""id"": 18, ""name"": ""Drama""}]",13960,en,ATL,5.422285,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-31,21170563,105,Released,ATL,6,32
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",114150,en,Pitch Perfect,32.746486,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-28,115350426,112,Released,Pitch Perfect,7.3,2247
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26602,en,Summer Catch,3.960098,"[{""name"": ""Tollin/Robbins Productions"", ""id"": 2184}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-22,19693891,108,Released,Summer Catch,4.8,63
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10223,en,A Simple Plan,10.178917,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-11,0,121,Released,A Simple Plan,6.9,187
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16028,en,They,4.544216,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-01,0,89,Released,They,4.6,74
0,"[{""id"": 35, ""name"": ""Comedy""}]",15639,en,Larry the Cable Guy: Health Inspector,2.184708,"[{""name"": ""Parallel Pictures"", ""id"": 18575}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-24,0,89,Released,Larry the Cable Guy: Health Inspector,3.3,17
0,"[{""id"": 10751, ""name"": ""Family""}]",16112,en,The Adventures of Elmo in Grouchland,3.09159,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Children's Television Workshop"", ""id"": 5061}, {""name"": ""Jim Henson Pictures"", ""id"": 6255}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-01,0,73,Released,The Adventures of Elmo in Grouchland,6.3,14
17000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26390,en,Brooklyn's Finest,18.790102,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Langley Productions"", ""id"": 2435}, {""name"": ""Thunder Road Productions"", ""id"": 4654}, {""name"": ""Fuqua Films"", ""id"": 8151}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-16,29536299,133,Released,Brooklyn's Finest,6.2,293
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",27759,en,55 Days at Peking,3.321095,"[{""name"": ""Allied Artists Pictures"", ""id"": 4928}, {""name"": ""Samuel Bronston Productions"", ""id"": 10253}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1963-05-06,10000000,154,Released,55 Days at Peking,6.3,36
17000000,"[{""id"": 27, ""name"": ""Horror""}]",109428,en,Evil Dead,33.912116,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""FilmDistrict"", ""id"": 7263}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-05,97542952,91,Released,Evil Dead,6.4,1723
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23049,en,My Life in Ruins,5.787891,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""26 Films"", ""id"": 2157}]","[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-02-06,20455276,95,Released,My Life in Ruins,5.6,101
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",9310,en,American Dreamz,7.864011,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Depth of Field"", ""id"": 1473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-04,7314027,107,Released,American Dreamz,4.9,95
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",11411,en,Superman IV: The Quest for Peace,17.062117,"[{""name"": ""Cannon Films"", ""id"": 4110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Golan-Globus Productions"", ""id"": 13549}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-07-23,19300000,90,Released,Superman IV: The Quest for Peace,4.1,318
0,"[{""id"": 18, ""name"": ""Drama""}]",16988,en,How She Move,1.782666,"[{""name"": ""MTV Films"", ""id"": 746}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Movie Central Network"", ""id"": 11551}, {""name"": ""Chum Television"", ""id"": 11569}, {""name"": ""Ontario Media Development Corporation (OMDC)"", ""id"": 11576}, {""name"": ""Movie Network, The (TMN)"", ""id"": 11635}, {""name"": ""Shaw Rocket Fund"", ""id"": 12116}, {""name"": ""Canadian Television Fund"", ""id"": 20170}, {""name"": ""Harold Greenberg Fund"", ""id"": 22208}, {""name"": ""Sienna Films"", ""id"": 23486}, {""name"": ""Ontario Film and Television Tax Credit (OFTTC)"", ""id"": 54606}, {""name"": ""Canada Television and Cable Production Fund License Program (CTCPF)"", ""id"": 57498}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-25,0,94,Released,How She Move,3,6
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7304,en,Running Scared,19.311572,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""True Grit Productions"", ""id"": 2227}, {""name"": ""Zero Gravity Management"", ""id"": 5357}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-06,9500000,122,Released,Running Scared,7,331
0,"[{""id"": 18, ""name"": ""Drama""}]",24747,en,Bobby Jones: Stroke of Genius,2.897449,"[{""name"": ""Dean River Productions"", ""id"": 3915}, {""name"": ""Bobby Jones Films LLC"", ""id"": 11144}, {""name"": ""LIFE(n)"", ""id"": 11145}, {""name"": ""McDongall Films"", ""id"": 11146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,0,120,Released,Bobby Jones: Stroke of Genius,5.5,19
17000000,"[{""id"": 12, ""name"": ""Adventure""}]",58048,en,Shanghai Surprise,0.138564,"[{""name"": ""HandMade Films"", ""id"": 20076}, {""name"": ""Vista Organisation, The"", ""id"": 94714}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1986-08-29,0,97,Released,Shanghai Surprise,2.9,15
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1491,en,The Illusionist,36.960953,"[{""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""Contagious Entertainment"", ""id"": 52740}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-18,86915017,110,Released,The Illusionist,7.1,1615
17000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2989,en,Roar,1.15641,"[{""name"": ""American Filmworks"", ""id"": 8310}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-11-12,2000000,102,Released,Roar,5.6,19
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10629,en,Veronica Guerin,9.583578,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-11,1569918,98,Released,Veronica Guerin,6.8,59
17000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",255343,en,Escobar: Paradise Lost,25.112567,"[{""name"": ""Nexus Factory"", ""id"": 7561}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jaguar Films"", ""id"": 10497}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Chapter 2"", ""id"": 20339}, {""name"": ""Roxbury"", ""id"": 63810}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2014-10-11,3758328,120,Released,Escobar: Paradise Lost,6.1,271
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4723,en,Southland Tales,9.349386,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Persistent Entertainment"", ""id"": 810}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Cherry Road Films LLC"", ""id"": 1700}, {""name"": ""MHF Zweite Academy Film"", ""id"": 8848}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Academy Films"", ""id"": 54030}, {""name"": ""Eden Roc Productions"", ""id"": 87783}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2006-05-15,374743,144,Released,Southland Tales,5.2,153
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10800,fr,Chasseurs de dragons,8.884405,"[{""name"": ""Futurikon"", ""id"": 2613}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2008-03-19,0,80,Released,Dragon Hunters,6.5,129
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",25763,en,Damnation Alley,2.215261,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-09-10,8720000,91,Released,Damnation Alley,5,27
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",79694,en,The Apparition,6.385234,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Studio Babelsberg Motion Pictures"", ""id"": 37826}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-23,9627492,82,Released,The Apparition,4.5,140
16500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4032,en,My Girl,20.935169,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-11-27,0,102,Released,My Girl,7,428
16800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",18615,en,Fur: An Imaginary Portrait of Diane Arbus,4.358255,"[{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Iron Film"", ""id"": 36650}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-30,2281089,122,Released,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10673,en,Wall Street,24.898687,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-12-10,43848069,126,Released,Wall Street,7,546
16500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4584,en,Sense and Sensibility,20.898711,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-13,135000000,136,Released,Sense and Sensibility,7.2,352
16500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2977,en,Becoming Jane,18.236284,"[{""name"": ""Ecosse Films"", ""id"": 1267}, {""name"": ""2 Entertain"", ""id"": 2689}, {""name"": ""Bueprint Pictures"", ""id"": 6342}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-02,37311672,120,Released,Becoming Jane,6.9,317
16500000,"[{""id"": 35, ""name"": ""Comedy""}]",10760,en,Sydney White,10.74648,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}, {""name"": ""SW7D Productions"", ""id"": 46052}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-21,13620075,108,Released,Sydney White,6,236
16500000,"[{""id"": 18, ""name"": ""Drama""}]",11093,en,House of Sand and Fog,12.102725,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Bisgrove Entertainment"", ""id"": 59951}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-19,16942795,126,Released,House of Sand and Fog,7,199
16400000,"[{""id"": 18, ""name"": ""Drama""}]",207,en,Dead Poets Society,55.458584,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-06-02,235860116,129,Released,Dead Poets Society,8.1,2705
16000000,"[{""id"": 35, ""name"": ""Comedy""}]",8467,en,Dumb and Dumber,35.777067,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Motion Picture Corporation of America (MPCA)"", ""id"": 11061}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-12-16,247275374,107,Released,Dumb and Dumber,6.5,1859
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",639,en,When Harry Met Sally...,18.430419,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Nelson Entertainment"", ""id"": 365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-21,92823546,96,Released,When Harry Met Sally...,7.3,950
16000000,"[{""id"": 18, ""name"": ""Drama""}]",24226,en,The Verdict,7.980632,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-12-08,53977250,129,Released,The Verdict,7.4,131
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",9285,en,Road Trip,14.759948,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-19,119754278,93,Released,Road Trip,5.9,542
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14709,en,Varsity Blues,9.229999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-01-15,0,106,Released,Varsity Blues,6,122
