,genres
1604,Biography|Crime|Drama|History|Western
1605,Action|Adventure|Drama|History|War
1606,Action|Crime|Drama|Thriller
1607,Action|Biography|Crime|Drama
1608,Drama|History|Sport
1609,Crime|Drama|Mystery|Thriller
1610,Adventure|Animation|Comedy|Fantasy
1611,Comedy|Music
1612,Biography|Drama|Music|Romance
1613,Comedy|Drama|Romance
1614,Adventure|Comedy|Family|Fantasy
1615,Drama
1616,Biography|Comedy|Crime|Drama|Romance|Thriller
1617,Comedy|Romance
1618,Comedy
1619,Biography|Drama|History
1620,Comedy|Drama
1621,Comedy|Fantasy|Horror|Thriller
1622,Drama|Mystery|Sci-Fi|Thriller
1623,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance
1624,Action|Adventure
1625,Adventure|Animation|Comedy|Drama|Family|Musical
1626,Crime|Drama|Thriller
1627,Biography|Comedy|Drama|Music|Romance
1628,Action|Crime|Thriller
1629,Action|Thriller
1630,Comedy
1631,Biography|Comedy|Drama|History
1632,Comedy|Drama|Music
1633,Biography|Drama|History|Sport
1634,Action|Horror|Thriller
1635,Action|Horror|Thriller
1636,Comedy|Romance
1637,Comedy|Drama
1638,Mystery|Thriller
1639,Comedy|Romance
1640,Action|Adventure|Thriller
1641,Comedy|Romance
1642,Action|Crime|Sci-Fi|Thriller
1643,Comedy
1644,Drama|Romance|Thriller
1645,Comedy|Drama|Romance
1646,Action|Comedy
1647,Action|Comedy|Crime
1648,Action|Fantasy|Horror|Thriller
1649,Comedy|Family
1650,Drama|Romance
1651,Sci-Fi|Thriller
1652,Adventure|Biography
1653,Action|Drama|Thriller
1654,Crime|Drama|Thriller
1655,Drama|Horror|Thriller
1656,Comedy|Fantasy|Romance
1657,Comedy|Drama|Sport
1658,Action|Comedy|Family
1659,Comedy|Family|Fantasy
1660,Action|Horror|Sci-Fi
1661,Comedy|Drama
1662,Action|Horror|Romance
1663,Action|Comedy|Crime
1664,Action|Crime|Drama|Thriller
1665,Action|Adventure|Thriller
1666,Comedy|Romance
1667,Drama
1668,Adventure|Drama|History
1669,Crime|Drama|Romance|Thriller
1670,Drama|Thriller
1671,Action|Adventure|Sci-Fi|Thriller
1672,Drama
1673,Crime|Drama|Mystery|Thriller
1674,Action|Comedy|Crime|Music
1675,Comedy|Music
1676,Comedy|Drama|Romance
1677,Action|Comedy|Horror
1678,Crime|Drama|Mystery|Thriller
1679,Crime|Drama|Mystery|Thriller
1680,Adventure|Drama|History
1681,Drama|History|Thriller
1682,Adventure|Drama|Family|Fantasy
1683,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller
1684,Biography|Drama|History|Romance
1685,Adventure|Family|Fantasy|Horror|Mystery
1686,Action|Crime|Drama|History|Western
1687,Horror|Mystery|Thriller
1688,Crime|Drama|Mystery|Thriller
1689,Comedy|Drama|Family
1690,Crime|Drama|Thriller
1691,Comedy|Crime|Drama
1692,Crime|Horror|Mystery|Thriller
1693,Comedy|Drama
1694,Drama|Thriller
1695,Action|Comedy|Crime
1696,Comedy|Family|Fantasy|Music|Romance
1697,Comedy|Drama|Romance
1698,Crime|Drama|Mystery|Thriller
1699,Action|Comedy|Crime
1700,Action|Comedy|Crime
1701,Comedy|Drama|Romance
1702,Drama|Romance|Western
1703,Drama|Horror|Sci-Fi|Thriller
1704,Drama|History|War
1705,Mystery|Thriller
1706,Horror|Thriller
1707,Adventure|Comedy|Crime|Music
1708,Action|Fantasy|Horror
1709,Comedy|Crime|Drama
1710,Comedy|Drama|Romance
1711,Action|Adventure|Comedy|Sci-Fi|Thriller
1712,Action|Crime|Drama|Western
1713,Drama|Thriller
1714,Drama|Thriller
1715,Action|Adventure|Comedy|Family|Romance|Sci-Fi
1716,Comedy|Romance
1717,Drama|Mystery|Romance|Thriller
1718,Crime|Mystery|Thriller
1719,Comedy|Romance
1720,Action|Fantasy|Romance|Sci-Fi
1721,Crime|Drama|Thriller
1722,Fantasy|Horror
1723,Comedy|Crime|Mystery|Romance
1724,Comedy|Romance
1725,Adventure|Family
1726,Action|Mystery|Sci-Fi|Thriller
1727,Drama|Mystery|Romance|Thriller
1728,Drama
1729,Comedy|Drama|Family|Romance
1730,Drama
1731,Drama
1732,Biography|Drama|History
1733,Action|Thriller
1734,Drama|Romance
1735,Action|Drama|Music|Romance
1736,Biography|Drama|History
1737,Drama
1738,Biography|Drama|Thriller
1739,Adventure|Comedy|Family|Fantasy|Horror|Mystery
1740,Action|Horror|Thriller
1741,Action|Adventure|Animation|Comedy|Family|Sci-Fi
1742,Action|Adventure|Horror|Sci-Fi
1743,Action|Adventure|Comedy|Family|Sci-Fi
1744,Crime|Drama|Thriller
1745,Crime|Drama|Thriller
1746,Action|Comedy|Crime|Romance
1747,Comedy|Drama|Romance
1748,Drama|Romance
1749,Comedy
1750,Comedy|Romance
1751,Action|Biography|Drama|History|Romance|Western
1752,Action|Crime|Thriller
1753,Fantasy|Horror|Mystery
1754,Fantasy|Horror|Mystery
1755,Drama|Romance
1756,Adventure|Drama|Family|Fantasy
1757,Biography|Drama|Family
1758,Comedy|Drama
1759,Action|Adventure|Drama|Thriller
1760,Drama|Horror|Mystery|Thriller
1761,Comedy
1762,Action|Adventure|Comedy|Crime|Family|Romance|Thriller
1763,Comedy|Family|Fantasy
1764,Crime|Drama
1765,Action|Adventure|Comedy|Crime
1766,Biography|Drama|History
1767,Action|Crime|Drama|Thriller
1768,Action|Comedy|Crime|Thriller
1769,Drama
1770,Adventure|Animation|Comedy|Family|Fantasy
1771,Adventure|Animation|Comedy|Family|Fantasy|Musical
1772,Action|Comedy
1773,Comedy|Drama|Family|Romance
1774,Action|Crime|Drama|Thriller
1775,Comedy|Romance
1776,Biography|Drama|Sport
1777,Drama|Romance|Sci-Fi
1778,Comedy|Drama|Family|Romance
1779,Comedy|Romance
1780,Action|Crime|Drama|Thriller
1781,Drama|Romance
1782,Comedy|Romance
1783,Comedy|Family
1784,Action|Adventure|Horror|Thriller
1785,Crime|Drama|Thriller
1786,Drama|Music
1787,Biography|Drama|History
1788,Comedy|Fantasy|Horror|Romance
1789,Action|Drama|History|War
1790,Action|Comedy|Music
1791,Crime|Drama
1792,Adventure|Comedy|Crime
1793,Comedy|Sport
1794,Crime|Drama|Thriller
1795,Crime|Drama|Thriller
1796,Drama
1797,Comedy|Drama|Romance
1798,Biography|Comedy|Drama|Sport
1799,Biography|Comedy|Drama|Sport
1800,Drama|Sport
1801,Comedy|Drama|Romance
1802,Drama|Romance|War
1803,Action|Crime|Drama|Mystery|Thriller
1804,Fantasy|Horror|Thriller
1805,Action|Crime|Thriller
1806,Comedy
1807,Action|Crime|Thriller
1808,Adventure|Comedy|Family|Romance
1809,Drama
1810,Adventure|Family|Fantasy|Musical
1811,Drama|Fantasy|Mystery|Thriller
1812,Horror
1813,Comedy|Drama|Romance
1814,Horror|Mystery|Thriller
1815,Horror|Mystery|Thriller
1816,Comedy|Drama|Romance
1817,Action|Crime|Mystery|Romance|Thriller
1818,Comedy|Crime
1819,Comedy|Crime
1820,Biography|Crime|Drama|History|Thriller
1821,Drama|Sport
1822,Crime|Drama|History
1823,Biography|Drama|Sport
1824,Biography|Drama|History
1825,Action|Adventure|Comedy|Fantasy
1826,Drama|Sport
1827,Biography|Drama|Thriller|War
1828,Drama|History|War
1829,Drama|War
1830,Drama|Music|Mystery|Romance|Thriller
1831,Drama|Mystery|Thriller
1832,Comedy|Drama|Romance
1833,Action|Drama|Thriller
1834,Comedy|Drama
1835,Action|Crime|Drama|Thriller
1836,Adventure|Drama
1837,Adventure|Fantasy
1838,Action|Comedy|Crime|Drama|Thriller
1839,Comedy|Romance
1840,Action|Comedy|Sci-Fi
1841,Comedy|Crime
1842,Drama|Mystery|Sci-Fi|Thriller
1843,Action|Adventure|Fantasy|Horror
1844,Comedy|Drama
1845,Crime|Drama|Mystery|Thriller
1846,Biography|Drama|Sport
1847,Drama
1848,Crime|Drama|Mystery|Romance
1849,Comedy|Drama|Romance|Sport
1850,Crime|Drama|Thriller
1851,Action|Adventure|History|Romance
1852,Action|Drama|History|War
1853,Action|Thriller
1854,Drama|Romance
1855,Drama|Romance
1856,Adventure|Drama
1857,Adventure|Comedy|Sci-Fi
1858,Drama|Sport
1859,Horror|Mystery
1860,Action|Drama|Western
1861,Comedy|Romance
1862,Comedy|Crime
1863,Drama|Music|Romance
1864,Drama|Music|Romance
1865,Comedy
1866,Comedy|Drama|Fantasy
1867,Horror|Mystery
1868,Comedy|Drama|Romance
1869,Comedy|Romance
1870,Comedy|Crime|Drama
1871,Comedy|War
1872,Action|Comedy|Crime|Thriller
1873,Biography|Drama
1874,Comedy|Romance
1875,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi
1876,Adventure|Family|Fantasy|Music|Musical
1877,Comedy|Sport
1878,Comedy|Drama|Sport
1879,Comedy|Romance
1880,Comedy|Horror
1881,Biography|Drama|Music|Musical
1882,Comedy|Family
1883,Drama|Romance
1884,Action|Crime|Drama|Thriller
1885,Adventure|Comedy|Horror|Sci-Fi
1886,Comedy|Sport
1887,Action|Comedy|Crime|Drama|Thriller
1888,Comedy|Crime
1889,Horror|Thriller
1890,Drama
1891,Horror|Sci-Fi
1892,Comedy|Romance
1893,Drama|Romance|Sci-Fi
1894,Mystery|Thriller
1895,Adventure|Family|Fantasy
1896,Comedy|Drama
1897,Comedy|Crime
1898,Action|Thriller
1899,Adventure|Horror|Thriller
1900,Drama
1901,Biography|Comedy|Drama|Family|Sport
1902,Drama|Romance
1903,Biography|Drama
1904,Drama|Western
1905,Drama|Western
1906,Drama
1907,Fantasy|Horror
1908,Adventure|Comedy|Sci-Fi
1909,Drama|War
1910,Drama|Fantasy|Romance|Thriller
1911,Comedy|Romance
1912,Comedy|Drama|Family|Fantasy
1913,Drama|Family|Sport
1914,Comedy|Family|Sport
1915,Drama|Romance
1916,Biography|Drama|History
1917,Comedy|Drama
1918,Action|Crime|Drama|Mystery|Thriller
1919,Drama
1920,Biography|Drama|History
1921,Action|Fantasy|Thriller
1922,Drama|Thriller
1923,Comedy|Crime|Drama|Thriller
1924,Biography|Drama|Romance
1925,Comedy
1926,Comedy|Drama
1927,Comedy|Crime|Romance
1928,Comedy|Family
1929,Crime|Drama|Romance|Thriller
1930,Comedy
1931,Crime|Drama|Mystery|Thriller
1932,Comedy|Mystery
1933,Comedy|Music
1934,Action|Crime|Drama|Thriller
1935,Adventure|Comedy|Family|Fantasy
1936,Comedy
1937,Action|Crime|Sci-Fi|Thriller
1938,Action|Adventure|Fantasy|Sci-Fi|Thriller
1939,Comedy|Drama|Musical|Romance|War
1940,Comedy|Family|Romance
1941,Action|Crime|Thriller
1942,Drama|Thriller|War
1943,Comedy|Crime|Thriller
1944,Drama|Mystery|Thriller
1945,Adventure|Drama|Thriller
1946,Drama|Thriller
1947,Crime|Drama|Thriller
1948,Crime|Drama|Mystery|Thriller
1949,Adventure|Comedy
1950,Crime|Drama|Thriller
1951,Comedy|Romance
1952,Action|Adventure|Thriller
1953,Comedy
1954,Comedy
1955,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
1956,Drama|Sport
1957,Comedy|Drama|Romance
1958,Biography|Crime|Drama
1959,Action|Crime|Thriller
1960,Action|Drama|Sport
1961,Horror|Sci-Fi|Thriller
1962,Comedy|Drama|Romance
1963,Comedy|Drama
1964,Drama|Romance
1965,Drama|Mystery|Thriller
1966,Comedy|Drama|Romance
1967,Drama
1968,Comedy|Musical
1969,Horror|Sci-Fi|Thriller
1970,Action|Adventure
1971,Adventure|Comedy|Family
1972,Drama|Horror|Sci-Fi|Thriller
1973,Action|Comedy|Crime|Thriller
1974,Comedy
1975,Crime|Drama|Horror|Thriller
1976,Comedy|Music
1977,Action|Comedy|Documentary
1978,Adventure|Horror|Thriller
1979,Adventure|Comedy|Drama|Family|Romance
1980,Horror|Mystery|Thriller
1981,Adventure|Comedy|Family|Romance
1982,Comedy
1983,Comedy|Music
1984,Comedy|Crime
1985,Comedy|Drama
1986,Adventure|Comedy|Drama|Family|Mystery
1987,Drama|Family|Music|Romance
1988,Biography|Drama|History
1989,Comedy|Drama|Music|Romance
1990,Comedy|Drama|Romance
1991,Fantasy|Romance
1992,Drama|Romance
1993,Comedy|Crime|Drama
1994,Action|Crime|Drama|Thriller
1995,Action|Crime|Drama|Thriller
1996,Comedy
1997,Comedy
1998,Comedy|Romance
1999,Adventure|Animation|Family|Fantasy
2000,Biography|Drama|History
2001,Adventure|Animation|Family|Musical
2002,Drama|Horror|Mystery|Thriller
2003,Drama|Mystery|Thriller
2004,Animation|Comedy|Drama|Family|Musical
2005,Adventure|Family
2006,Adventure|Comedy
2007,Biography|Crime|Drama|History
2008,Crime|Drama|Thriller
2009,Horror|Thriller
2010,Comedy|Drama|Romance
2011,Adventure|Comedy|Fantasy|Music|Sci-Fi
2012,Comedy|Drama|Romance|Thriller
2013,Action|Sci-Fi
2014,Crime|Drama|Thriller
2015,Biography|Drama|Music
2016,Comedy
2017,Drama
2018,Comedy|Drama
2019,Drama|Mystery
2020,Action|Comedy
2021,Crime|Drama|Mystery|Thriller
2022,Comedy
2023,Comedy|Drama|Musical|Romance|Western
2024,Biography|Drama|History
2025,Action|Adventure|Drama|Mystery
2026,Horror
2027,Crime|Drama|Mystery|Thriller
2028,Drama|Thriller
2029,Comedy|Drama|Music|Romance
2030,Horror|Mystery
2031,Crime|Drama|Thriller
2032,Drama|Fantasy|Romance|Sci-Fi
2033,Comedy|Family|Romance
2034,Action|Crime|Drama|Thriller
2035,Action|Comedy|Sci-Fi
2036,Comedy|Crime|Family|Mystery|Romance|Thriller
2037,Action|Horror|Sci-Fi|Thriller
2038,Comedy|Romance
2039,Adventure|Comedy|Family|Romance
2040,Horror|Thriller
2041,Action|Adventure|Drama|Romance|Western
2042,Adventure|Animation|Comedy|Family|Romance
2043,Action|Fantasy|Horror|Thriller
2044,Comedy|Family|Fantasy
2045,Comedy|Crime|Drama
2046,Adventure|Crime|Mystery|Sci-Fi|Thriller
2047,Action|Horror|Thriller
2048,Horror|Mystery|Thriller
2049,Comedy|Romance
2050,Drama|Romance
2051,Comedy|Drama
2052,Comedy
2053,Adventure|Comedy|Drama|Fantasy
2054,Comedy|Drama|Family
2055,Drama
2056,Adventure|Biography|Drama
2057,Comedy
2058,Adventure|Drama|Horror|Mystery|Thriller
2059,Crime|Fantasy|Horror
2060,Animation|Family|Fantasy|Mystery
2061,Comedy|Drama|Romance
2062,Action|Comedy|Crime|Fantasy
2063,Comedy|Family|Music|Musical
2064,Drama
2065,Drama
2066,Action|Crime|Drama|Thriller
2067,Comedy|Romance
2068,Comedy|Romance
2069,Biography|Drama|History
2070,Crime|Drama|Mystery|Thriller
2071,Comedy
2072,Action|Crime|Thriller
2073,Action|Comedy|Crime|Thriller
2074,Comedy|Romance
2075,Action|Adventure|Sci-Fi|Thriller
2076,Comedy
2077,Action|Crime|Sci-Fi|Thriller
2078,Comedy|Crime
2079,Biography|Drama|History
2080,Drama|Mystery|Romance|Thriller|War
2081,Comedy|Drama
2082,Action|Crime|Drama|Sport
2083,Comedy|Drama|Fantasy|Romance
2084,Action|Crime|Thriller
2085,Drama|Fantasy|Horror|Mystery
2086,Action|Comedy|Family
2087,Comedy
2088,Comedy|Drama|Music|War
2089,Action|Crime|Drama|Thriller
2090,Comedy
2091,Comedy|Romance
2092,Comedy|Drama
2093,Comedy|Crime
2094,Comedy|Musical|Romance
2095,Action|Crime|Thriller
2096,Adventure|Drama
2097,Comedy|Family|Sci-Fi
2098,Action|Comedy|Crime
2099,Action|Comedy|Crime
2100,Comedy|Crime|Music
2101,Comedy|Drama|Music|Musical|Romance
2102,Comedy|Crime|Drama|Mystery|Romance
2103,Drama|Music
2104,Comedy|Fantasy
2105,Action|Comedy|Crime|Thriller
2106,Drama|Horror|Sci-Fi|Thriller
2107,Adventure|Comedy
2108,Biography|Comedy|Drama|History|Music|Musical
2109,Biography|Drama|Thriller
2110,Animation|Drama|Mystery|Sci-Fi|Thriller
2111,Horror|Sci-Fi
2112,Comedy|Drama|Family|Music|Romance
2113,Drama|Mystery|Romance|Thriller
2114,Action|Crime|Drama|Thriller
2115,Drama|History|Romance|War
2116,Biography|Drama
2117,Biography|Drama|Music
2118,Action|Thriller
2119,Adventure|Comedy|Drama|Romance
2120,Comedy|Drama|Romance
2121,Comedy|Drama|Mystery|Romance|Thriller|War
2122,Crime|Drama|Western
2123,Comedy|Music
2124,Action|Drama|Sci-Fi|Thriller
2125,Drama|War
2126,Crime|Drama|Romance|Thriller
2127,Adventure|Family|Fantasy|Musical
2128,Drama|Romance
2129,Drama|History|Sport
2130,Action|Adventure|Drama|History|Romance
2131,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller
2132,Crime|Drama|Mystery
2133,Comedy|Drama|Fantasy|Romance
2134,Action|Drama|History|War
2135,Adventure|Animation|Comedy|Family
2136,Action|Biography|Drama|Sport
2137,Action|Crime|Thriller
2138,Crime|Drama|Mystery|Thriller
2139,Action|Biography|Crime|Drama
2140,Adventure|Drama|Western
2141,Comedy
2142,Crime|Drama|Mystery|Thriller
2143,Comedy|Family|Romance
2144,Horror|Mystery
2145,Horror
2146,Adventure|Comedy|Sci-Fi
2147,Horror|Mystery|Thriller
2148,Comedy|Drama|Romance
2149,Comedy|Romance
2150,Biography|Drama|Thriller
2151,Adventure|Comedy|Drama|Family|Fantasy
2152,Horror|Thriller
2153,Action|Adventure|Drama|History|Romance
2154,Drama|War
2155,Adventure|Comedy|Romance
2156,Comedy|Romance
2157,Drama|History|War
2158,Comedy|Drama|Romance
2159,Crime|Drama|Music|Thriller
2160,Drama|Horror|Mystery|Thriller
2161,Comedy|Drama
2162,Horror
2163,Adventure|Comedy|Drama
2164,Comedy|Fantasy|Romance
2165,Comedy
2166,Action|Comedy|Crime|Fantasy
2167,Comedy|Drama|Family|Fantasy|Romance
2168,Comedy
2169,Comedy|Romance
2170,Action|Adventure|Sci-Fi
2171,Drama|Horror|Thriller
2172,Comedy|Romance
2173,Action|Drama|Fantasy|Mystery|Thriller
2174,Action|Drama|Fantasy|Mystery|Thriller
2175,Comedy|Drama|Romance
2176,Comedy|Crime|Drama
2177,Comedy|Crime
2178,Comedy|Family|Romance
2179,Comedy|Family
2180,Biography|Drama|History|Music
2181,Horror|Mystery
2182,Comedy
2183,Comedy|Drama|Romance
2184,Drama|Mystery
2185,Comedy|Drama|Fantasy|Romance
2186,Drama
2187,Drama|Music|Romance
2188,Action|Comedy
2189,Fantasy|Horror
2190,Fantasy|Horror
2191,Biography|Drama|Family|Sport
2192,Comedy|Drama|War
2193,Comedy|Crime|Drama
2194,Action|Adventure|Fantasy
2195,Biography|Drama|Sport
2196,Drama|Romance
2197,Adventure|Fantasy|Mystery|Thriller
2198,Comedy|Drama|Musical|Romance
2199,Adventure|Biography|Drama|Thriller
2200,Drama|Music|Romance
2201,Comedy
2202,Comedy|Crime
2203,Drama
2204,Biography|Drama
2205,Comedy|Romance
2206,Comedy|Drama|Romance
2207,Action|Adventure|Western
2208,Drama|Thriller
2209,Mystery|Thriller
2210,Action|Crime|Thriller
2211,Drama
2212,Comedy|Drama|Romance
2213,Adventure|Comedy
2214,Comedy|Drama|Romance
2215,Action|Adventure|Fantasy
2216,Biography|Drama|Romance
2217,Biography|Comedy|Drama
2218,Drama
2219,Adventure|Biography|Drama|History|War
2220,Drama
2221,Drama
2222,Adventure|Drama|Sci-Fi|Thriller
2223,Comedy|Romance
2224,Biography|Drama|Romance|War
2225,Drama|Mystery
2226,Action|Horror|Romance|Sci-Fi|Thriller
2227,Crime|Drama|Thriller
2228,Thriller
2229,Action|Drama|History|Romance|War|Western
2230,Action|Crime|Drama|Thriller
2231,Action|Adventure|Fantasy
2232,Drama|Horror|Mystery|Thriller
2233,Comedy
2234,Action|Horror
2235,Drama|Music|Musical|Romance
2236,Action|Animation|Comedy|Crime|Family
2237,Drama|History|War
2238,Action|Crime|Drama|Thriller
2239,Drama|Family|Music|Musical
2240,Action|Thriller
2241,Crime|Drama|Thriller
2242,Fantasy|Horror|Thriller
2243,Action|Adventure|Sci-Fi
2244,Horror|Mystery|Thriller
2245,Comedy
2246,Adventure|Comedy|Drama|Romance
2247,Comedy
2248,Horror|Thriller
2249,Horror|Thriller
2250,Horror|Thriller
2251,Comedy|Drama|Family|Fantasy|Sci-Fi
2252,Comedy|Drama
2253,Action|Crime|Drama|Thriller
2254,Comedy|Romance
2255,Comedy|Music|Romance
2256,Drama|Fantasy|Romance
2257,Horror
2258,Comedy
2259,Comedy|Music|Romance
2260,Comedy|Drama|Romance|Sport
2261,Crime|Drama|Thriller
2262,Horror|Mystery|Thriller
2263,Comedy|Romance
2264,Adventure|Comedy|Family|Fantasy|Musical
2265,Crime|Drama|Thriller
2266,Action|Adventure|Drama|History|War
2267,Horror
2268,Comedy|Romance
2269,Comedy|Music
2270,Action|Adventure|Family|Sci-Fi
2271,Action|Crime|Drama|Thriller
2272,Adventure|Crime|Drama|Romance
2273,Drama|Mystery|Romance|Thriller
2274,Drama|Mystery|Romance|Thriller
2275,Adventure|Horror|Thriller
2276,Crime|Drama|Romance|Thriller
2277,Comedy|Mystery|Sci-Fi|Thriller
2278,Adventure|Animation|Family|Fantasy
2279,Sci-Fi
2280,Horror|Thriller
2281,Comedy|Drama|Family|Romance
2282,Biography|Drama|Romance
2283,Crime|Drama
2284,Drama|Romance
2285,Biography|Drama|Romance
2286,Comedy|Romance
2287,Drama
2288,Comedy|Drama
2289,Comedy|Drama|Romance
2290,Drama
2291,Comedy
2292,Comedy|Drama|Romance|Sport
2293,Comedy|Drama|Romance
2294,Drama|Fantasy|Horror|Mystery|Thriller
2295,Drama|Fantasy|Horror|Mystery|Thriller
2296,Adventure|Comedy|Drama|Romance
2297,Horror
2298,Comedy|Family
2299,Drama|Fantasy|War
2300,Action|Comedy|Crime|Family
2301,Crime|Drama|Romance|Thriller
2302,Drama|Horror|Thriller
2303,Adventure|Comedy|Drama
2304,Action|Crime
2305,Action|Comedy|Mystery
2306,Comedy|Drama
2307,Drama|Romance
2308,Comedy|Drama|Romance
2309,Drama
2310,Comedy|Fantasy|Horror
2311,Drama|Romance
2312,Comedy|Drama|Romance
2313,Drama
2314,Mystery|Sci-Fi|Thriller
2315,Action|Drama|Sci-Fi|Thriller
2316,Comedy|Drama|Music
2317,Comedy|Romance
2318,Comedy|Music
2319,Action|Adventure|Fantasy
2320,Drama
2321,Action|Crime|Sci-Fi
2322,Drama|Romance
2323,Drama|History|Romance|War
2324,Crime|Drama|Mystery|Thriller
2325,Crime|Drama|Mystery|Thriller
2326,Comedy
2327,Drama|Romance|War
2328,Drama|Fantasy
2329,Drama|Family
2330,Crime|Drama|Thriller
2331,Drama|Western
2332,Comedy|Drama|Romance|Sport
2333,Drama|Mystery|Thriller
2334,Action|Comedy|Crime|Drama|Thriller
2335,Comedy|Horror|Sci-Fi
2336,Action|Comedy|Crime
2337,Comedy|Family
2338,Comedy|Drama|Romance
2339,Action|Drama|Romance
2340,Action|Drama|Romance
2341,Drama
2342,Biography|Drama|History|Romance
2343,Comedy|Crime
2344,Drama|Romance
2345,Drama
2346,Biography|Drama|Thriller|War
2347,Comedy|War
2348,Comedy|Family
2349,Fantasy|Horror
2350,Adventure|Comedy
2351,Comedy
2352,Biography|Drama
2353,Comedy|Fantasy
2354,Comedy|Drama
2355,Drama|Family|Romance
2356,Drama|Fantasy|Horror|Thriller
2357,Horror|Thriller
2358,Adventure|Comedy|Family
2359,Adventure|Comedy|Family
2360,Drama|War
2361,Comedy|Drama
2362,Adventure|Comedy|Family|Music|Romance
2363,Action|Drama|Thriller
2364,Action|Drama|Thriller
2365,Comedy|Fantasy|Horror
2366,Horror|Mystery|Sci-Fi
2367,Crime|Drama|Thriller
2368,Comedy
2369,Crime|Drama|Thriller
2370,Action|Crime|Drama|Thriller
2371,Biography|Drama|Romance
2372,Comedy|Drama|Romance
2373,Adventure|Biography|Drama|History|War
2374,Horror
2375,Horror
2376,Adventure|Biography|Drama
2377,Comedy|Romance
2378,Comedy|Horror|Thriller
2379,Adventure|Family|Fantasy|Romance
2380,Biography|Drama
2381,Crime|Drama
2382,Comedy|Family|Music|Romance
2383,Comedy|Drama|Romance
2384,Drama|Horror|Sci-Fi
2385,Drama|Family|Sport
2386,Comedy|Drama|Family
2387,Drama|Romance|Sport
2388,Action|Comedy|Crime|Romance|Thriller
2389,Comedy|Romance
2390,Adventure|Fantasy|Horror|Mystery|Thriller
2391,Drama|Fantasy|Horror|Thriller
2392,Drama|Romance|Thriller
2393,Adventure|Comedy|Family|Fantasy
2394,Drama|Romance
2395,Drama
2396,Action|Crime|Drama|Romance|Thriller
2397,Adventure|Drama|Family
2398,Horror|Mystery|Thriller
2399,Drama|Family|Fantasy|Romance
2400,Action|Drama|Thriller
2401,Action|Comedy
2402,Drama|Music
2403,Horror|Mystery|Sci-Fi|Thriller
2404,Crime|Drama|Thriller
2405,Action|Crime|Thriller
2406,Drama|Mystery|Thriller
2407,Drama|History|Thriller|War
2408,Action|Horror|Sci-Fi|Thriller
2409,Crime|Thriller
2410,Crime|Drama|Thriller
2411,Comedy
2412,Action|Adventure|Fantasy|Sci-Fi
2413,Crime|Drama|Musical|Romance
2414,Drama|Romance
2415,Drama|Sport
2416,Crime|Thriller
2417,Comedy
2418,Biography|Drama|Music|Musical
2419,Comedy|Drama|Romance
2420,Action
2421,Drama|Sci-Fi
2422,Family|Music|Romance
2423,Comedy|Crime
2424,Drama|Music
2425,Crime|Drama|Romance|Thriller
2426,Biography|Drama|History|Thriller|War
2427,Comedy|Drama|Romance
2428,Comedy
2429,Comedy|Drama|Romance
2430,Adventure|Comedy|Family
2431,Comedy|Crime|Drama
2432,Comedy|Romance
2433,Comedy|Music
2434,Comedy|Romance
2435,Drama
2436,Comedy|Romance
2437,Drama|Mystery|Thriller
2438,Drama|War
2439,Comedy|Crime|Mystery
2440,Comedy|Fantasy|Horror|Thriller
2441,Drama|Mystery|Thriller
2442,Comedy|Drama|Romance
2443,Drama|Romance|Sci-Fi
2444,Crime|Drama|Mystery|Thriller
2445,Adventure|Drama|Fantasy
2446,Comedy|Crime|Drama
2447,Crime|Drama|Horror|Thriller
2448,Drama|Sci-Fi
2449,Action|Crime|Thriller
2450,Crime|Drama
2451,Action|Drama
2452,Comedy|Crime|Drama|Thriller|War
2453,Action|Drama|Thriller
2454,Fantasy|Horror|Mystery
2455,Biography|Drama|History
2456,Crime|Drama|Thriller
2457,Comedy|Drama|Fantasy|Music|Romance
2458,Adventure|Animation|Family
2459,Action|Sci-Fi|Thriller
2460,Action|Adventure|Fantasy
2461,Action|Crime|Drama|Thriller
2462,Biography|Drama
2463,Comedy|Fantasy|Romance
2464,Comedy|Drama|Music
2465,Drama|Romance
2466,Drama|War
2467,Drama|Family|Music
2468,Drama|Western
2469,Drama
2470,Drama|Romance
2471,Drama|Romance|Thriller
2472,Comedy|Romance
2473,Action|Adventure|Comedy
2474,Biography|Drama|War
2475,Adventure|Comedy|Family|Sport
2476,Horror|Thriller
2477,Drama|Music|Romance
2478,Action|Adventure|Sci-Fi|Thriller
2479,Horror|Mystery|Thriller
2480,Adventure|Drama
2481,Comedy|Romance
2482,Biography|Drama|History
2483,Adventure|Animation|Comedy|Drama|Family|Musical
2484,Drama|Romance
2485,Action|Comedy|Crime|Thriller
2486,Comedy|Fantasy|Horror|Romance
2487,Horror
2488,Horror|Mystery|Thriller
2489,Comedy|Romance
2490,Adventure|Mystery|Thriller
2491,Comedy|Romance
2492,Comedy
2493,Comedy|Drama|War
2494,Fantasy|Horror
2495,Drama|Music|Musical|Romance
2496,Comedy|Drama
2497,Action|Horror|Sci-Fi|Thriller
2498,Drama|History
2499,Comedy|Mystery|Romance
